year,block,plot,management_trt,herbivory_trt,bison_pasture,live,unknown,code,cover,taxon,provenance,life_cycle,type
2024,15,45,herbicide,SB,yes,1,0,DAUCAR,25,Daucus carota,introduced,biennial ,forb
2024,15,45,herbicide,SB,yes,1,0,TRIPRA,33,Trifolium pratense,introduced,biennial ,legume
2024,15,45,herbicide,SB,yes,1,0,SINARV,0.2,Sinapis arvensis ,introduced,annual ,forb
2024,15,45,herbicide,SB,yes,1,1,UK Grass 1,1,unknown grass,,,grass
2024,15,45,herbicide,SB,yes,1,0,CONCAN,15,Conyza canadensis,native,annual ,forb
2024,15,45,herbicide,SB,yes,1,0,POAPRA,28,Poa pratensis ,introduced,perennial ,grass
2024,15,45,herbicide,SB,yes,1,1,UK Forb 17,1,unknown forb,,,forb
2024,15,45,herbicide,SB,yes,1,0,FESARU,6,Festuca arundinacea,introduced,perennial ,grass
2024,15,45,herbicide,SB,yes,1,0,BROINE,3,Bromus inermis ,introduced,perennial ,grass
2024,15,45,herbicide,SB,yes,1,0,OXASTR,0.1,Oxalis stricta ,native,perennial ,forb
2024,15,45,herbicide,SB,yes,1,0,CONARV,0.2,Convolvulus arvensis ,introduced,perennial ,forb
2024,15,45,herbicide,SB,yes,0,0,BARE,90,,,,
2024,15,45,herbicide,SB,yes,0,0,LITTER,10,,,,
2024,15,44,herbicide,SX,yes,1,0,CONCAN,20,Conyza canadensis,native,annual ,forb
2024,15,44,herbicide,SX,yes,1,0,AMBART,8,Ambrosia artemisiifolia,native,annual ,forb
2024,15,44,herbicide,SX,yes,1,0,POAPRA,25,Poa pratensis ,introduced,perennial ,grass
2024,15,44,herbicide,SX,yes,1,0,OXASTR,0.1,Oxalis stricta ,native,perennial ,forb
2024,15,44,herbicide,SX,yes,1,0,PHLPRA,8,Phleum pratense,introduced,perennial ,grass
2024,15,44,herbicide,SX,yes,0,0,BARE,50,,,,
2024,15,44,herbicide,SX,yes,1,0,DAUCAR,8,Daucus carota,introduced,biennial ,forb
2024,15,44,herbicide,SX,yes,1,0,SINARV,0.5,Sinapis arvensis ,introduced,annual ,forb
2024,15,44,herbicide,SX,yes,1,1,UK Forb 18,0.1,unknown forb,,,forb
2024,15,44,herbicide,SX,yes,1,1,UK Grass 1,3,unknown grass,,,grass
2024,15,44,herbicide,SX,yes,0,0,LITTER,50,,,,
2024,15,44,herbicide,SX,yes,1,0,BROINE,6,Bromus inermis ,introduced,perennial ,grass
2024,15,44,herbicide,SX,yes,1,0,TRIPRA,11,Trifolium pratense,introduced,biennial ,legume
2024,15,44,herbicide,SX,yes,1,1,UK Forb 19,0.1,unknown forb,,,forb
2024,15,44,herbicide,SX,yes,1,0,FESARU,2,Festuca arundinacea,introduced,perennial ,grass
2024,15,43,herbicide,XX,yes,1,0,CONARV,1,Convolvulus arvensis ,introduced,perennial ,forb
2024,15,43,herbicide,XX,yes,1,1,UK Forb 20,1,unknown forb,,,forb
2024,15,43,herbicide,XX,yes,1,0,BROINE,8,Bromus inermis ,introduced,perennial ,grass
2024,15,43,herbicide,XX,yes,1,0,FESARU,20,Festuca arundinacea,introduced,perennial ,grass
2024,15,43,herbicide,XX,yes,0,0,BARE,60,,,,
2024,15,43,herbicide,XX,yes,1,1,UK Grass 1,3,unknown grass,,,grass
2024,15,43,herbicide,XX,yes,1,0,VERURT,2,Verbena urticifolia ,native,perennial ,forb
2024,15,43,herbicide,XX,yes,1,0,POAPRA,15,Poa pratensis ,introduced,perennial ,grass
2024,15,43,herbicide,XX,yes,0,0,LITTER,40,,,,
2024,15,43,herbicide,XX,yes,1,0,DAUCAR,42,Daucus carota,introduced,biennial ,forb
2024,15,43,herbicide,XX,yes,1,1,UK Forb 17,0.2,unknown forb,,,forb
2024,15,43,herbicide,XX,yes,1,0,PHLPRA,3,Phleum pratense,introduced,perennial ,grass
2024,14,42,herbicide,SB,yes,0,0,BARE,95,,,,
2024,14,42,herbicide,SB,yes,1,0,Carex Spp ,26,Carex spp ,native,perennial ,grass
2024,14,42,herbicide,SB,yes,1,0,RATPIN,1,Ratibida pinnata ,native,perennial ,forb
2024,14,42,herbicide,SB,yes,1,1,UK Forb 13,0.1,unknown forb,,,forb
2024,14,42,herbicide,SB,yes,0,0,LITTER,5,,,,
2024,14,42,herbicide,SB,yes,1,0,DAUCAR,35,Daucus carota,introduced,biennial ,forb
2024,14,42,herbicide,SB,yes,1,1,UK Forb 21,1,unknown forb,,,forb
2024,14,42,herbicide,SB,yes,1,0,AMBART,1,Ambrosia artemisiifolia,native,annual ,forb
2024,14,42,herbicide,SB,yes,1,0,TRIPRA,28,Trifolium pratense,introduced,biennial ,legume
2024,14,42,herbicide,SB,yes,1,0,POAPRA,15,Poa pratensis ,introduced,perennial ,grass
2024,14,42,herbicide,SB,yes,1,0,CONCAN,2,Conyza canadensis,native,annual ,forb
2024,14,42,herbicide,SB,yes,1,0,BROINE,8,Bromus inermis ,introduced,perennial ,grass
2024,14,41,herbicide,SX,yes,0,0,BARE,30,,,,
2024,14,41,herbicide,SX,yes,1,0,DIPLAC,55,Dipsacus laciniatus,introduced,perennial ,forb
2024,14,41,herbicide,SX,yes,1,0,DAUCAR,36,Daucus carota,introduced,biennial ,forb
2024,14,41,herbicide,SX,yes,1,0,CIRARV,7,Cirsium arvense,introduced,perennial ,forb
2024,14,41,herbicide,SX,yes,1,0,TAROFF,1,Taraxacum officnale ,introduced,perennial ,forb
2024,14,41,herbicide,SX,yes,0,0,LITTER,70,,,,
2024,14,41,herbicide,SX,yes,1,0,CONCAN,7,Conyza canadensis,native,annual ,forb
2024,14,41,herbicide,SX,yes,1,0,TRIPRA,8,Trifolium pratense,introduced,biennial ,legume
2024,14,41,herbicide,SX,yes,1,0,SOLCAR,NA,Solanum carolinense,native,perennial ,forb
2024,14,41,herbicide,SX,yes,1,0,POAPRA,15,Poa pratensis ,introduced,perennial ,grass
2024,14,41,herbicide,SX,yes,1,0,DIPLAC,3,Dipsacus laciniatus,introduced,perennial ,forb
2024,14,41,herbicide,SX,yes,1,0,TRADUB,11,Tragopogon dubius,introduced,biennial ,forb
2024,14,41,herbicide,SX,yes,1,0,BROINE,9,Bromus inermis ,introduced,perennial ,grass
2024,14,41,herbicide,SX,yes,1,0,AMBART,1,Ambrosia artemisiifolia,native,annual ,forb
2024,14,40,herbicide,XX,yes,0,0,BARE,60,,,,
2024,14,40,herbicide,XX,yes,1,0,CONARV,1,Convolvulus arvensis ,introduced,perennial ,forb
2024,14,40,herbicide,XX,yes,1,0,Scirpus spp ,33,Scirpus spp ,native,perennial ,grass
2024,14,40,herbicide,XX,yes,1,0,DIPLAC,22,Dipsacus laciniatus,introduced,perennial ,forb
2024,14,40,herbicide,XX,yes,0,0,LITTER,40,,,,
2024,14,40,herbicide,XX,yes,1,0,TRIPRA,12,Trifolium pratense,introduced,biennial ,legume
2024,14,40,herbicide,XX,yes,1,0,POAPRA,5,Poa pratensis ,introduced,perennial ,grass
2024,14,40,herbicide,XX,yes,1,0,DAUCAR,45,Daucus carota,introduced,biennial ,forb
2024,14,40,herbicide,XX,yes,1,0,SYMLAE,6,Symphyotrichum laeve ,native,perennial ,forb
2024,14,40,herbicide,XX,yes,1,0,VERURT,1,Verbena urticifolia ,native,perennial ,forb
2024,10,30,mow,SB,yes,1,0,SOLCAN,25,Solidago canadensis ,native,perennial ,forb
2024,10,30,mow,SB,yes,1,0,DAUCAR,4,Daucus carota,introduced,biennial ,forb
2024,10,30,mow,SB,yes,1,0,FESARU,12,Festuca arundinacea,introduced,perennial ,grass
2024,10,30,mow,SB,yes,1,0,Scirpus spp ,8,Scirpus spp ,native,perennial ,grass
2024,10,30,mow,SB,yes,0,0,BARE,75,,,,
2024,10,30,mow,SB,yes,1,0,PASSAT,10,Pastinaca sativa ,introduced,biennial ,forb
2024,10,30,mow,SB,yes,1,0,POAPRA,40,Poa pratensis ,introduced,perennial ,grass
2024,10,30,mow,SB,yes,1,0,MONFIS,2,Mondarda fistulosa ,native,perennial ,legume
2024,10,30,mow,SB,yes,1,0,CONARV,0.2,Convolvulus arvensis ,introduced,perennial ,forb
2024,10,30,mow,SB,yes,0,0,LITTER,25,,,,
2024,10,30,mow,SB,yes,1,0,TRIPRA,0.18,Trifolium pratense,introduced,biennial ,legume
2024,10,30,mow,SB,yes,1,0,BROINE,15,Bromus inermis ,introduced,perennial ,grass
2024,10,30,mow,SB,yes,1,0,DACGLO,3,Dactylis glomerata,introduced,perennial ,grass
2024,10,30,mow,SB,yes,1,0,TRADUB,2,Tragopogon dubius,introduced,biennial ,forb
2024,10,29,mow,SX,yes,0,0,BARE,15,,,,
2024,10,29,mow,SX,yes,1,0,Scirpus spp ,8,Scirpus spp ,native,perennial ,grass
2024,10,29,mow,SX,yes,1,0,PASSAT,5,Pastinaca sativa ,introduced,biennial ,forb
2024,10,29,mow,SX,yes,1,0,POAPRA,40,Poa pratensis ,introduced,perennial ,grass
2024,10,29,mow,SX,yes,1,0,APOCAN,2,Apocynum cannabinum ,native,perennial ,forb
2024,10,29,mow,SX,yes,1,0,ASCSYR,0.5,Asclepias syriaca,native,perennial ,forb
2024,10,29,mow,SX,yes,1,0,TRADUB,2,Tragopogon dubius,introduced,biennial ,forb
2024,10,29,mow,SX,yes,0,0,LITTER,85,,,,
2024,10,29,mow,SX,yes,1,0,DAUCAR,7,Daucus carota,introduced,biennial ,forb
2024,10,29,mow,SX,yes,1,0,BROINE,24,Bromus inermis ,introduced,perennial ,grass
2024,10,29,mow,SX,yes,1,0,CONARV,1,Convolvulus arvensis ,introduced,perennial ,forb
2024,10,29,mow,SX,yes,1,0,DACGLO,12,Dactylis glomerata,introduced,perennial ,grass
2024,10,29,mow,SX,yes,1,0,MEDLUP,0.1,Medicago lupulina ,introduced,perennial ,legume
2024,10,29,mow,SX,yes,1,0,SOLCAR,11,Solanum carolinense,native,perennial ,forb
2024,10,29,mow,SX,yes,1,0,SOLCAN,6,Solidago canadensis ,native,perennial ,forb
2024,10,29,mow,SX,yes,1,0,FESARU,14,Festuca arundinacea,introduced,perennial ,grass
2024,10,29,mow,SX,yes,1,0,TRIPRA,8,Trifolium pratense,introduced,biennial ,legume
2024,10,29,mow,SX,yes,1,0,TAROFF,0.5,Taraxacum officnale ,introduced,perennial ,forb
2024,10,28,mow,XX,yes,0,0,BARE,6,,,,
2024,10,28,mow,XX,yes,1,0,SOLCAR,3,Solanum carolinense,native,perennial ,forb
2024,10,28,mow,XX,yes,1,0,DAUCAR,2,Daucus carota,introduced,biennial ,forb
2024,10,28,mow,XX,yes,1,0,PASSAT,2,Pastinaca sativa ,introduced,biennial ,forb
2024,10,28,mow,XX,yes,1,0,Scirpus spp ,2,Scirpus spp ,native,perennial ,grass
2024,10,28,mow,XX,yes,1,1,UK Forb 22,0.3,unknown forb,,,forb
2024,10,28,mow,XX,yes,0,0,LITTER,94,,,,
2024,10,28,mow,XX,yes,1,0,BROINE,27,Bromus inermis ,introduced,perennial ,grass
2024,10,28,mow,XX,yes,1,0,SYMLAE,3,Symphyotrichum laeve ,native,perennial ,forb
2024,10,28,mow,XX,yes,1,0,TRIPRA,2,Trifolium pratense,introduced,biennial ,legume
2024,10,28,mow,XX,yes,1,0,FESARU,36,Festuca arundinacea,introduced,perennial ,grass
2024,10,28,mow,XX,yes,1,0,ELAUMB,8,Elaeagnus umbellata,introduced,perennial ,woody
2024,10,28,mow,XX,yes,1,0,SOLCAN,18,Solidago canadensis ,native,perennial ,forb
2024,10,28,mow,XX,yes,1,0,POAPRA,41,Poa pratensis ,introduced,perennial ,grass
2024,10,28,mow,XX,yes,1,0,DACGLO,6,Dactylis glomerata,introduced,perennial ,grass
2024,10,28,mow,XX,yes,1,0,TRADUB,2,Tragopogon dubius,introduced,biennial ,forb
2024,4,12,fire,SB,yes,1,0,SORNUT,15,Sorghastrum nutans,native,perennial ,grass
2024,4,12,fire,SB,yes,1,0,SOLCAN,5,Solidago canadensis ,native,perennial ,forb
2024,4,12,fire,SB,yes,1,0,POAPRA,32,Poa pratensis ,introduced,perennial ,grass
2024,4,12,fire,SB,yes,1,0,SYMLAE,1,Symphyotrichum laeve ,native,perennial ,forb
2024,4,12,fire,SB,yes,1,0,SOLCAR,2,Solanum carolinense,native,perennial ,forb
2024,4,12,fire,SB,yes,0,0,BARE,40,,,,
2024,4,12,fire,SB,yes,1,0,MACPOM,65,Maclura pomifera,native,perennial ,woody
2024,4,12,fire,SB,yes,1,0,MONFIS,3,Mondarda fistulosa ,native,perennial ,legume
2024,4,12,fire,SB,yes,1,0,TRIPRA,5,Trifolium pratense,introduced,biennial ,legume
2024,4,12,fire,SB,yes,1,0, TOXRAD,3,Toxicodendron radicans,native,perennial ,vine
2024,4,12,fire,SB,yes,0,0,LITTER,60,,,,
2024,4,12,fire,SB,yes,1,0,AMBART,0.1,Ambrosia artemisiifolia,native,annual ,forb
2024,4,12,fire,SB,yes,1,0,PASSAT,3,Pastinaca sativa ,introduced,biennial ,forb
2024,4,12,fire,SB,yes,1,0,PHLPRA,4,Phleum pratense,introduced,perennial ,grass
2024,4,12,fire,SB,yes,1,0,DAUCAR,2,Daucus carota,introduced,biennial ,forb
2024,4,11,fire,SX,yes,0,0,BARE,4,,,,
2024,4,11,fire,SX,yes,1,0,MONFIS,1,Mondarda fistulosa ,native,perennial ,legume
2024,4,11,fire,SX,yes,1,0,SOLCAR,1,Solanum carolinense,native,perennial ,forb
2024,4,11,fire,SX,yes,1,0,FESARU,35,Festuca arundinacea,introduced,perennial ,grass
2024,4,11,fire,SX,yes,0,0,LITTER,96,,,,
2024,4,11,fire,SX,yes,1,0,SOLCAN,28,Solidago canadensis ,native,perennial ,forb
2024,4,11,fire,SX,yes,1,0,DAUCAR,0.2,Daucus carota,introduced,biennial ,forb
2024,4,11,fire,SX,yes,1,0,SYMLAE,1,Symphyotrichum laeve ,native,perennial ,forb
2024,4,11,fire,SX,yes,1,0,POAPRA,70,Poa pratensis ,introduced,perennial ,grass
2024,4,11,fire,SX,yes,1,0,CONARV,2,Convolvulus arvensis ,introduced,perennial ,forb
2024,4,10,fire,XX,yes,0,0,BARE,2,,,,
2024,4,10,fire,XX,yes,0,0,LITTER,98,,,,
2024,4,10,fire,XX,yes,1,0,SOLCAR,1,Solanum carolinense,native,perennial ,forb
2024,4,10,fire,XX,yes,1,0,AMBART,0.1,Ambrosia artemisiifolia,native,annual ,forb
2024,4,10,fire,XX,yes,1,0,MELOFF,14,Melilotus officinalis ,introduced,perennial ,legume
2024,4,10,fire,XX,yes,1,0,SOLCAN,42,Solidago canadensis ,native,perennial ,forb
2024,4,10,fire,XX,yes,1,0,PASSAT,1,Pastinaca sativa ,introduced,biennial ,forb
2024,4,10,fire,XX,yes,1,0,MACPOM,18,Maclura pomifera,native,perennial ,woody
2024,4,10,fire,XX,yes,1,0,POAPRA,85,Poa pratensis ,introduced,perennial ,grass
2024,4,10,fire,XX,yes,1,0,TRIPRA,2,Trifolium pratense,introduced,biennial ,legume
2024,22,66,control,SB,yes,0,0,BARE,1,,,,
2024,22,66,control,SB,yes,1,0,BROINE,38,Bromus inermis ,introduced,perennial ,grass
2024,22,66,control,SB,yes,1,0,DAUCAR,4,Daucus carota,introduced,biennial ,forb
2024,22,66,control,SB,yes,1,1,UK Forb 23,0.5,unknown forb,,,forb
2024,22,66,control,SB,yes,1,0,CIRARV,0.1,Cirsium arvense,introduced,perennial ,forb
2024,22,66,control,SB,yes,0,0,LITTER,99,,,,
2024,22,66,control,SB,yes,1,0,POAPRA,33,Poa pratensis ,introduced,perennial ,grass
2024,22,66,control,SB,yes,1,0,SYMLAE,2,Symphyotrichum laeve ,native,perennial ,forb
2024,22,66,control,SB,yes,1,0,FESARU,17,Festuca arundinacea,introduced,perennial ,grass
2024,22,66,control,SB,yes,1,0,AMBART,0.1,Ambrosia artemisiifolia,native,annual ,forb
2024,22,66,control,SB,yes,1,0,SOLCAN,2,Solidago canadensis ,native,perennial ,forb
2024,22,66,control,SB,yes,1,0,TRIPRA,2,Trifolium pratense,introduced,biennial ,legume
2024,22,66,control,SB,yes,1,0,CIRDIS,1,Cirsium discolor,native,biennial ,forb
2024,22,66,control,SB,yes,1,0,PHLPRA,8,Phleum pratense,introduced,perennial ,grass
2024,22,65,control,SX,yes,0,0,BARE,4,,,,
2024,22,65,control,SX,yes,1,0,BROINE,55,Bromus inermis ,introduced,perennial ,grass
2024,22,65,control,SX,yes,1,0,SOLCAR,1,Solanum carolinense,native,perennial ,forb
2024,22,65,control,SX,yes,0,0,LITTER,96,,,,
2024,22,65,control,SX,yes,1,0,CIRDIS,1,Cirsium discolor,native,biennial ,forb
2024,22,65,control,SX,yes,1,0,DACGLO,3,Dactylis glomerata,introduced,perennial ,grass
2024,22,65,control,SX,yes,1,0,CONARV,2,Convolvulus arvensis ,introduced,perennial ,forb
2024,22,65,control,SX,yes,1,0,FESARU,20,Festuca arundinacea,introduced,perennial ,grass
2024,22,65,control,SX,yes,1,0,POAPRA,20,Poa pratensis ,introduced,perennial ,grass
2024,22,64,control,XX,yes,0,0,BARE,1,,,,
2024,22,64,control,XX,yes,1,0,BROINE,75,Bromus inermis ,introduced,perennial ,grass
2024,22,64,control,XX,yes,1,0,CIRARV,0.2,Cirsium arvense,introduced,perennial ,forb
2024,22,64,control,XX,yes,0,0,LITTER,99,,,,
2024,22,64,control,XX,yes,1,0,DACGLO,8,Dactylis glomerata,introduced,perennial ,grass
2024,22,64,control,XX,yes,1,0,CONARV,0.3,Convolvulus arvensis ,introduced,perennial ,forb
2024,22,64,control,XX,yes,1,0,POAPRA,15,Poa pratensis ,introduced,perennial ,grass
2024,22,64,control,XX,yes,1,0,FESARU,8,Festuca arundinacea,introduced,perennial ,grass
2024,17,51,herbicide,SB,yes,0,0,BARE,85,,,,
2024,17,51,herbicide,SB,yes,1,0,TRIPRA,30,Trifolium pratense,introduced,biennial ,legume
2024,17,51,herbicide,SB,yes,1,0,BROINE,18,Bromus inermis ,introduced,perennial ,grass
2024,17,51,herbicide,SB,yes,1,0,RATPIN,0.1,Ratibida pinnata ,native,perennial ,forb
2024,17,51,herbicide,SB,yes,0,0,LITTER,15,,,,
2024,17,51,herbicide,SB,yes,1,0,SYMLAE,12,Symphyotrichum laeve ,native,perennial ,forb
2024,17,51,herbicide,SB,yes,1,0,SINARV,0.1,Sinapis arvensis ,introduced,annual ,forb
2024,17,51,herbicide,SB,yes,1,0,DAUCAR,17,Daucus carota,introduced,biennial ,forb
2024,17,51,herbicide,SB,yes,1,0,POAPRA,10,Poa pratensis ,introduced,perennial ,grass
2024,17,51,herbicide,SB,yes,1,0,CONARV,1,Convolvulus arvensis ,introduced,perennial ,forb
2024,17,50,herbicide,SX,yes,0,0,BARE,90,,,,
2024,17,50,herbicide,SX,yes,1,0,TRIPRA,25,Trifolium pratense,introduced,biennial ,legume
2024,17,50,herbicide,SX,yes,1,0,DIPLAC,70,Dipsacus laciniatus,introduced,perennial ,forb
2024,17,50,herbicide,SX,yes,1,1, UK Forb 16,2,unknown forb,,,forb
2024,17,50,herbicide,SX,yes,0,0,LITTER,10,,,,
2024,17,50,herbicide,SX,yes,1,0,CONCAN,16,Conyza canadensis,native,annual ,forb
2024,17,50,herbicide,SX,yes,1,0,SOLCAN,1,Solidago canadensis ,native,perennial ,forb
2024,17,50,herbicide,SX,yes,1,0,RATPIN,1,Ratibida pinnata ,native,perennial ,forb
2024,17,50,herbicide,SX,yes,1,0,CONARV,3,Convolvulus arvensis ,introduced,perennial ,forb
2024,17,50,herbicide,SX,yes,1,0,POAPRA,38,Poa pratensis ,introduced,perennial ,grass
2024,17,50,herbicide,SX,yes,1,0,TAROFF,2,Taraxacum officnale ,introduced,perennial ,forb
2024,17,50,herbicide,SX,yes,1,0,FESARU,6,Festuca arundinacea,introduced,perennial ,grass
2024,17,49,herbicide,XX,yes,0,0,BARE,85,,,,
2024,17,49,herbicide,XX,yes,1,0,DIPLAC,1,Dipsacus laciniatus,introduced,perennial ,forb
2024,17,49,herbicide,XX,yes,1,0,TRIPRA,6,Trifolium pratense,introduced,biennial ,legume
2024,17,49,herbicide,XX,yes,1,0,DAUCAR,30,Daucus carota,introduced,biennial ,forb
